artists,track_name
Kijugo,Departure but is it okay if it's lofi?
LiSA,白銀
CIVILIAN,正解不正解
Rustage;Shwabadi;Lex Bratcher;DizzyEight;Shofu;PE$O PETE;Connor Quest!,7 Warlords
Kijugo,Next To You but is it okay if it's lofi?
Kijugo,Crossing Field but is it okay if it's lofi?
Rustage,Shinobi No Kami (Hashirama Rap)
DIALOGUE+,Omoide Shiritori
Jisatsu;Elijah Lee,out my window
LiSA,白銀
Daddyphatsnaps;PE$O PETE,I AM HIM (Yujiro)
Hiroyuki Sawano,Eren Zahyo
Daddyphatsnaps,The GOAT (Whitebeard)
Capcom Sound Team,"""DEVILS NEVER CRY""(スタッフロール)"
Kato,Avatar: the Last Airbender
Fabvl,Moonwalker
Zarcort,Destiny Epic Rap
Macaroni Empitsu,働く女
Anime Piano Dreamers,"Loneliness (from ""Naruto Shippuden"") - Piano Lullaby"
Macaroni Empitsu,カーペット夜想曲
WANDS,アイリメンバーU
Sayuri,航海の唄
Miliyah,20-CRY-
ENHYPEN,Outro : Cross the Line
Zarcort;Kronno Zomber,Mi perro vive mejor que tú (feat. Kronno Zomber)
T.M.Revolution,魔弾 〜Der Freischutz〜
Keyblade,Epitafio
Keyblade,Soy el Origen (Assassin's Creed: Origins Rap)
Laharl Square;omar1up,"Ángeles y Demonios (From ""Dragon Ball Super"")"
Kballero Rap,Baki. Convictos Condenados Rap
DeGoBooM,Hacha Suculenta
Doblecero,Buda vs Hajun
Keyblade,Cuestión de Fe (Outlast 2 Rap)
Cradle Of Filth,Hallowed Be Thy Name
Make Them Suffer,Doomswitch
Behemoth,Bartzabel
Sadness,I Want to Be with You
Cradle Of Filth,Nymphetamine Fix
ORM,Fra dyden
Mayhem,Deathcrush
Dissection,Maha-Kali
Rotting Christ,Devadevam
Behemoth,O Father O Satan O Sun!
Dimmu Borgir,Gateways
Behemoth,Blow Your Trumpets Gabriel
Avhath,HALLOWED GROUND
Alcest,Autre temps
Alcest,Souvenirs d'un autre monde
Rotting Christ,Χ Ξ Σ - 666
Alcest,Sapphire
Mayhem,Freezing Moon
Morbid Angel,Immortal Rites
Behemoth,Ov Fire and the Void
End It,Hatekeeper
Shemhamforash,Apophis
I AM,Manic Cure
Dimmu Borgir,Puritania
Avhath,FELO DE SE
I AM,Heaven on Earth
Burzum,Dunkelheit
Avhath,The Annual Horrors
Eshtadur,Burning Heart - Survivor Cover
Deicide,Once upon the Cross
Gruzja,Legion
Cradle Of Filth,From the Cradle to Enslave
Satyricon,K.I.N.G
Cradle Of Filth,Her Ghost in the Fog
End It,Give Up / Vas a Morir
Wiegedood,Until It Is Not
Gruzja,Wybór Nie Zakaz
Winds of Plague,The Great Stone War
Winds of Plague,Origins and Endings
Cradle Of Filth,Courting Baphomet
Kanonenfieber,Ins Niemandsland
Therion,Lilith
End It,One Way Track
Eisregen,Leblos
Winds of Plague,Angels of Debauchery
Samael,Flagellation
Samael,Crown
Sarcófago,Midnight Queen
Samael,Till We Meet Again
Kvelertak,Ordsmedar Av Rang
Thurisaz,Years of Silence
Deafheaven,Dream House
Agalloch,A Desolation Song (2016 - Remaster)
Alcest,Sur l'océan couleur de fer
Cradle Of Filth,The Death of Love
Alcest,Kodama
Agalloch,In The Shadow Of Our Pale Companion (2016 - Remaster)
ORM,"Floden, som kan skabe"
Behemoth,Ora Pro Nobis Lucifer
Akitsa,Affront Final
In The Burial,In Linear Lights
Wormwood,The Archive
Mayhem,Chainsaw Gutsfuck
Vreid,Wild North West
Kvaen;Rasmus Rova;Sebastian Ramstedt,Ensamvarg
Behemoth,Post-God Nirvana
Gruzja,Happy End
Mortuary Drape,Primordial
LIK,Rid You of Your Flesh
Celtic Frost,A Dying God Coming into Human Flesh
Behemoth,The Deathless Sun
Månegarm,Adils fall
Burzum,Jesus' Tod
Cradle Of Filth,Babalon A.D. (So Glad for the Madness)
Behemoth,Versvs Christvs
Alcest,Protection
Moonspell,Raven Clows
Bathory,A Fine Day to Die
End It,Blind Faith
Truchło Strzygi,Ostatnie tchnienie Nosferatu
Eisregen,Onkel Fritze
Kvelertak;Nate Newton,Discord
Enslaved,Urjotun
Cruel Force,Leather And Metal
Hypocrisy,Mind Corruption
Therion,Nightside of Eden
Old Man's Child,The Soul Receiver
Therion,Invocation of Naamah
Darkthrone,Transilvanian Hunger - Studio
Eisregen,Fleischbrand
Dimmu Borgir,The Blazing Monoliths of Defiance
Hypocrisy,Tales of Thy Spineless
Bölzer,Entranced By the Wolfshook
Eisregen,Blutgeil
Satyricon,Mother North
Hypocrisy,Valley of the Damned
Samael,The Ones Who Came Before
Bucovina,Asteapta-Ma Dincolo (De Moarte)
Midnight,Rebirth by Blasphemy
Kvelertak,Utrydd Dei Svake
al'Tyr,Vive La France
Deafheaven,Near
Vader,Triumph of Death
I AM,The Iron Gate
Horn,Turm am Hang
Ljå,Til Satan
ORM,Mod døden
De Profundis,Obsidian Spires
Behemoth,The Satanist
Deafheaven,You Without End
Deafheaven,Sunbather
Xanthochroid,The Sound of Hunger Rises
Negator,Temple of Light
Ihsahn,Pulse
Groza,Homewards
End It,Wishlist
Khold,I Demonens Bok
Dissection,Maha-Kali
Moonspell,A Poisoned Gift
Devil Master,Devil is Your Master
Behemoth,Conquer All
Gruzja,Steampop
Truchło Strzygi,Zagłada
Entombed,Left Hand Path
End It,End It
Dark Funeral,Shadows Over Transylvania
Rose Funeral,Sledge Hammer Facelift
Therion,Aži Dahāka
Nidingr,Sorrow Infinite and Darkness
Winds of Plague,Unbreakable
Moonspell,Herr Spiegelmann
Winds of Plague,Drop the Match
Sólstafir,Dýrafjörður
Windir,Martyrium
Dimmu Borgir,The Blazing Monoliths of Defiance
Bölzer,Hero
Toxic Holocaust,Mkultra
Old Man's Child,In Defiance of Existence
Cradle Of Filth,Stay
Eisregen,Mein Eichensarg
Samael,Into The Pentagram
Samael,Ceremony of Opposites
Kvelertak,Svartmesse
Samael,Solar Soul
Darkthrone,Circle The Wagons
Samael,To Our Martyrs
Moonspell,Finisterra
Toxic Holocaust,Iron Cage
Portrayal of Guilt,The End of Man Will Bring Peace to This Earth
Emperor,Decrystallizing Reason
Venom,Black Metal
Thurisaz,Endless...
Dimmu Borgir,Progenies of the Great Apocalypse
Deafheaven,Great Mass of Color
Dissection,Nexion 218
(DOLCH),Halo
Imperialist,The Maw
Behemoth,God = Dog
Khold,Evig
Moonspell,HandMadeGod
ORM,"Trance/Floden, som kan lede"
Naglfar,Cerecloth
Avhath,Frightened Teeth
Moonspell,Abysmo
Rotting Christ,Fire God and Fear
Sólstafir,Rökkur
Ajattara,Haureus
Emperor,I Am The Black Wizards
Joel Grind,Hell's Master of Hell
Ajattara,Kunnes Taivas Meidät Erottaa
Truchło Strzygi,Strumień Świadomości
End It,Apolitical
Devil Master,Golgotha's Cruel Song
Dark Funeral,In The Sign of the Horns
Månegarm;Ellinor Videfors,Hågkomst av ett liv (feat. Ellinor Videfors)
Sólstafir,Dionysus
Empyrium,The Blue Mists of Night
Nifelheim,The Bestial Avenger
Månegarm,Auns söner
Therion,L'amour est bleu - Mellow Version
Imperialist,Beyond the Celestial Veil
Enslaved,One Thousand Years of Rain
1349,Celestial Deconstruction
Watain,On Horns Impaled
1349,Abyssos Antithesis
Windir,Blodssvik
Watain,Furor Diabolicus
Dark Funeral,Godhate
Portrayal of Guilt,Dirge
Moonspell,Ataegina - re-mastered version
Wolves In The Throne Room,Fires Roar in the Palace of the Moon
Anaal Nathrakh,Punish Them
Hypocrisy,Hell Is Where I Stay
Hypocrisy,War Within
Therion,Dis moi poupée
Entombed,Seeing Red
Therion,En Alabama
Immortal,The Darkness That Embraces Me
Toxic Holocaust,Time's Edge
Mayhem,I Am the Labyrinth
Sodom,Agent Orange
Agalloch,Not Unlike The Waves (2016 - Remaster)
Agalloch,A Celebration For The Death Of Man... (2016 - Remaster)
Vreid,Sólverv
Kvaen;Mike Wead,Damnations Jaw
Sarastus,Toinen Tuleminen
Havukruunu,Kuin Öinen Meri
Power From Hell,Old Metal
Bloodbath,Eaten
Kampfar,Gloria Ablaze
Rotting Christ,Demonon Vrosis
Harakiri for the Sky,Song to Say Goodbye
Akitsa,Naufrage Contemporain
Darkthrone,Quintessence
Imperialist,Advent Anathema
Devil Master,Shrines in Cinder
Myrkur,Nattens Barn
Warmoon Lord,The Key of The Moonpiercer
Moonsorrow,Pimeä
Imperialist,Parallax Descends
Imperialist,Mercurian Dusk
Regarde Les Hommes Tomber,Au Bord Du Gouffre
Avhath,Abhorrent Display
Bewitcher,Valley of the Ravens
Burzum,Erblicket Die Tochter Des Firmaments
Woods Of Ypres,Mirror Reflection & The Hammer Reinvention
The Kovenant,Spaceman
Winds of Plague,Legions
Wiegedood,Carousel
LIK,Corrosive Survival
Imperialist,Terminal Odyssey
Exciter,Aggressor
Velho,"Satã, Apareça!"
Leviathan,Traveling over the Ocean's Skull
Primordial,No Grave Deep Enough
Watain,Towards the Sanctuary
Summoning,Flight of the Nazgul
Cradle Of Filth,The Death of Love
Aversions Crown,Cynical Entity
Winds of Plague,Forged In Fire
Bucovina,Luna Preste Varfuri
Sodom,Addicted to Abstinence
Inquisition,Majesty of the Expanding Tomb
Samael,A Man In Your Head
Bucovina,Noaptea Nimanui
Midnight,Let There Be Sodomy
Marduk,Cold Mouth Prayer - remastered
Toxic Holocaust,Thrashing Death
Toxic Holocaust,"Feedback, Blood & Distortion"
Toxic Holocaust,Deafened By The Roar
Cradle Of Filth,Nymphetamine Fix
Sielunvihollinen,Oodi
Immortal,Tyrants
Dimmu Borgir,Interdimensional Summit
Iván Ferrús,Sailing
CABAL,Tongues
Manes,A Deathpact Most Imminent
Khold,Helligdom Av Døde
Imperialist,Majesty of the Void
Siebenbürgen,Vampyria
Mgła,Exercises in Futility V
Vreid,Into the Mountains
Mayhem,Funeral Fog
LIK,Flesh Frenzy
Vreid,Pitch Black
Imperialist,He Who Mastered Shapes
Behemoth,Malaria Vvlgata
Samael,Worship Him
Månegarm,Vitta vettr
Primordial,Exile Amongst the Ruins
Truchło Strzygi,A.C.D.C.
Sólstafir,Hvít sæng
Valkyrja,Crowned Serpent
Hypocrisy,United We Fall
Månegarm,Nattväsen
Gruzja,Game Over
Cradle Of Filth,Lilith Immaculate
Midnight,More Torment
Hypocrisy,Don't Judge Me
Bölzer,Phosphor
Deicide,Forever Hate You
Wolves In The Throne Room,Ahrimanic Trance
Kvelertak,Dendrofil for Yggdrasil
Wolves In The Throne Room,Rainbow Illness
Enslaved,Thoughts Like Hammers
Samael,Chosen Race
Carach Angren,Pitch Black Box
Rotting Christ,Societas Satanas
Satyricon,Black Wings and Withering Gloom
Wolves In The Throne Room,Astral Blood
Wolves In The Throne Room,Permanent Changes in Consciousness
Emperor,The Tongue Of Fire
Darkthrone,Canadian Metal
Darkthrone,Raised On Rock
Portrayal of Guilt,The Crucifixion
Midnight,You Can Drag Me Through Fire
Moonspell,The Great Leap Forward - Live 80 Meters Deep
Therion,Wahala manitou
Samael,Macabre Operetta
Impaled Nazarene,Nyrkilla Tapettava Huora
Les Discrets,Song for Mountains
Make Them Suffer,Hollowed Heart
Burzum,Lost Wisdom
Sabbat,Godz Of Satan
Black Messiah,Gullveig
Eldamar,The Border of Eldamar
Moonsorrow,Haaska
Manes,Therapism
Horn,Satt scheint der Sud der Tat
Rotting Christ,Ze Nigmar
Burzum,War
Rose Funeral,Sodomizer
White Ward,Cronus
Dissection,Black Dragon
Harakiri for the Sky,"Fire, Walk with Me"
Dimmu Borgir,Mourning Palace
Make Them Suffer,Erase Me
Mörk Gryning,A Glimpse of the Sky
Aversions Crown,Earth Steriliser
Mayhem,De Mysteriis Dom Sathanas
Witchery,Under the Altar
Burzum,Thulean Mysteries
Bucovina,"Da-Mi Mana, Toamna"
Horn,Alpenrekorder
Sólstafir,Alda Syndanna
LIK,Female Fatal to the Flesh
Dark Funeral,Angel Flesh Impaled
Windir,Det Som Var Haukareid
Samael,Luxferre
Old Man's Child,Life Deprived
Kvelertak,Snilepisk
Rotting Christ,As If By Magic
The Kovenant,Mannequin
Midnight,Crushed by Demons
Aversions Crown,Caught in the System
Këkht Aräkh,As the Wounds Gently Bleed
Kvelertak,Spring Fra Livet
Eisregen,Knochentorte
Toxic Holocaust,Wargasm - Bonus Track
Eisregen,19 Nägel für Sophie
Sarcófago,Deathrash
Sarcófago,Prelude to a Suicide
Sarcófago,The Laws of Scourge
Samael,Year Zero
Toxic Holocaust,Send Them to Hell
Morbid Angel,Paradigms Warped
Anaal Nathrakh,A Metaphor For The Dead
Wolves In The Throne Room,Subterranean Initiation
Sarcófago,Schreeches from the Silence
Sarcófago,Desecration of Virgin
Batushka,Yekteniya I
Sodom,Napalm in the Morning (2021 - Remaster)
Mork,Svartmalt
Make Them Suffer;Courtney LaPlante,Contraband (feat. Courtney LaPlante)
Slabdragger,Murky Fen
Myrkgrav,De to spellemenn - 2013 edition
In Aphelion,World Serpent (Devourer of Dreams)
Manes,Building the Ship of Theseus
Der Weg einer Freiheit,Eiswanderer
Alcest,Oiseaux de proie
Arkona,Nie Dla Mnie Litość
Ungfell,Tyfels Antlitz
Enslaved,What Else Is There - Bonus Version
Witchery,Left Hand March
Wiegedood,Theft and Begging
Alcest,Le miroir
Jesus Piece,Left to Drown
Regarde Les Hommes Tomber,Stellar Cross
Kriegsmaschine,The Other Death
Dawn Of Ashes,Tribe of Chemosh
Primordial,Failures Burden
Devil Master,Funerary Gyre of Dreams & Madness
Cradle Of Filth,Under Huntress Moon
Mystifier,Aleister Crowley And Ordo Templi Orientis
Uada,Forestless
Primordial,Babel's Tower
Deströyer 666,Tyranny
Panopticon,Killing the Giants as They Sleep
Funeral Mist,Deiform
Hypocrisy,Apocalyptic Hybrid
Deicide,The Truth Above
Winds of Plague,Built for War
Månegarm,Segervisa
Winds of Plague,One for the Butcher
Truchło Strzygi,Kreatura Obrzydlistwa
Hypocrisy,Living Dead
Impaled Nazarene,The Endless War
Deicide,Creatures of Habit
Hypocrisy,No Tomorrow
Darkthrone,Black Victory of Death
Darkthrone,Graveyard Slut
Entombed,They
Eisregen,Eisenkreuzkrieger
Eisregen,1000 Tote Nutten
Toxic Holocaust,Damned to Fire
Eisregen,Gott der Panzer
Månegarm,Vedergällningens Tid
Inquisition,Ancient Monumental War Hymn
Unleashed,Long Before Winter's Call
Darkthrone,Hiking Metal Punks
Deafheaven,In Blur
Rotting Christ;Lars Nedland,Holy Mountain
Watain,They Rode On
Behemoth,The Deathless Sun
Graveworm,Which Way
Wormwood,The Universe Is Dying
Kvaen,Your Mighty Has Fallen
Borknagar,Oceans Rise
Bal-Sagoth,Tale From The Deep Woods
Mork,Mørkeleggelse
Nargaroth,Winter
Kvaen;Mathias Lillmåns,The Fire Within Him Burns
Obscurity,Naglfar
Cadaveria,Anagram
Istapp,Evig Köld Koncentrerad
Obscurity,Schicksal der Götter
Seth,Métal Noir
Cradle Of Filth,Lovesick for Mina
Moonsorrow,Köyliönjärven jäällä (Pakanavedet II)
Deafheaven,Dream House - Live
Mortuary Drape,Astral Bewitchment
Moonspell,Alma Mater - re-mastered version
Hypocrisy,44 Double Zero
Bestial Mockery,Father In Heaven
Cradle Of Filth,Sodomy & Lust
Watain,Casus Luciferi
Behemoth,Ov My Herculean Exile
Aversions Crown,Scourge of Violence
Therion,Mark of Cain
Tiamat,Undressed
Midnight,Devil Virgin
Cradle Of Filth,Better To Reign In Hell
Marduk,Panzer Division Marduk - Live in Warschau 2005
Rotting Christ,Dying
The Kovenant,The Human Abstract
Necrophobic,Odium Caecum
Fleshgod Apocalypse,Under Black Sails
Enslaved,Flight of Thought and Memory
Immortal,Noctambulant
Bathory,The Revenge of the Blood on Ice
Rotting Christ,One With the Forest
Old Man's Child,The Underworld Domains
Eisregen,Scharlachrotes Kleid
Vintersorg,The Enigmatic Spirit
Toxic Holocaust,The Liars Are Burning
Inquisition,Rituals of Human Sacrifice for Lord Baal
Midnight,Prowling Leather
Portrayal of Guilt,Possession
Toxic Holocaust,Cybernetic War
Inquisition,Summoned by Ancient Wizards Under a Black Moon
Cult Of Fire,Kali Ma
Deafheaven,Shellstar
Alcest,Into the Waves
Norrhem,Voima ja Kunnia
Istapp,Skoll
Agrypnie,Grenzgænger
Der Weg einer Freiheit,Requiem
Xanthochroid,Blessed He With Boils
Black Messiah,Windloni
ORM,Klippens Lyse Hal
Skyforger,Romove
Carnifex,Last Words
Bewitcher,Electric Phantoms
LIK,Misanthropic Breed
In Twilight's Embrace,Lifeblood
Desaster,Learn to Love the Void
Rose Funeral,Embalming The Masses
Cadaveria,Call Me
Primordial,Traitors Gate
In Twilight's Embrace,Pełen czerni
Vintersorg,Vildmarkens Fortrollande Stammer
Christ Agony,Spell of Death
Cruel Force,Queen Of Heresy
Sólstafir,Köld
Cruel Force,Necromansy
Dissection,God of Forbidden Light
Leviathan,Lycanthropus Rex
Sargeist,As Darkness Tears the World Apart
Behemoth,Neo-Spartacvs
Leviathan,Within Thrall
Devil Master,Nightmares in the Human Collapse
Fallujah,Mindless Omnipotent Master
Behemoth,Once Upon A Pale Horse
Hypocrisy,Reversed Reflections
Antichrist Siege Machine,Victorious Legions of Satan
Tiamat,The Scapegoat
Bucovina,Sub Piatra Doamnei
Månegarm,Den Gamle Talar
Aversions Crown,Stillborn Existence
Windir,Dauden
Anaal Nathrakh,The Road to…
Deicide,Till Death Do Us Part
Midnight,Who Gives a Fuck?
Midnight,Savage Dominance
Tiamat,So Much for Suicide
Anaal Nathrakh,On Being a Slave
Sarcófago,Satanas
Exciter,Pounding Metal
Darkthrone,The Ones You Left Behind
Portrayal of Guilt,Master/Slave
Sunken,Delirium
Whoredom Rife,Gitt Til Odin
Regarde Les Hommes Tomber,L'exil
Sarastus,Sanat Kuolleiden
Mork,Arv - Live
Arckanum,Yvir Min Diupe Marder
Khold,Dystopi
Tsjuder,Lord of Swords
Rose Funeral,The Well
Dom Zły,Burza
Carnifex,The Heretic Anthem
Regarde Les Hommes Tomber,La Tentation
Negator,Et Verbvm Caro Factvm Est
Gehenna,Shairak Kinnummh
Myrkur,Mordet
Moonsorrow,Kaiku
Lifvsleda,Djefvulen
Enslaved,Axis of the Worlds
Khold,Manngard
Morbid Angel,Chapel of Ghouls
Gruzja,Moja Ratyzbona
Devil Master,Abyss in Vision
Avhath,False Preacher
Samael,Manitou
Enslaved,Hiindsiight
Winds of Plague,Our Requiem
Therion,Interludium
Truchło Strzygi,Krew Strzygi
Inquisition,Ceremony for the Gathering of Death
Necrophobic,Tartarian Winds
Enslaved,Thurisaz Dreaming
Therion,Opus Eclipse
Deströyer 666,The Last Revelation
Marduk,Steel Inferno - remastered
Marduk,A Sculpture of the Night
Samael,Together
Cradle Of Filth,The Promise Of Fever
Wolves In The Throne Room,Ex Cathedra
Wolves In The Throne Room,Prayer of Transformation
Impaled Nazarene,"Total War, Winter War"
Therion,The Beauty in Black
Rotting Christ,The First Field of the Battle
Rotting Christ,Dive the Deepest Abyss
Rotting Christ,Ira Incensus
Therion,Draconian Trilogy - Live in Miskolc
Rotting Christ,Full Colour Is the Night
Eisregen,Eisenkreuzkrieger - Remastered 2022
Toxic Holocaust,Controlled By Fear
Samael,Epilogue
Wolves In The Throne Room,Woodland Cathedral
Alcest,Circe Poisoning the Sea
Totalselfhatred,Enlightment
Dark Funeral,Unchain My Soul
Celtic Frost,Mexican Radio
Forefather,Steadfast
Body Void,Swan
Mizmor;Thou,Myopia
Whoredom Rife,Gitt Til Odin
Vader;Maciej Taff,Fight Fire With Fire
Witchery,Nightside
Behemoth,Chant for Ezkaton 2000 E. V.
Vreid,Sokrates Must Die
Wormwood,Overgrowth
LIK,To Kill
Cadaveria,Spell
Månegarm,Utfärd
Hulder,Purgations of Bodily Corruptions
Susperia,Home Sweet Hell
Leviathan,Wicked Fields of Calm
Deafheaven,The Pecan Tree - Live
Sigh,The Transfiguration Fear
Cadaveria,Flowers in Fire
Primordial,No Nation On This Earth
Sólstafir,Úlfur
Panopticon,Kentucky
Sólstafir,Draumfari
Leviathan,"Merging with Sword, Onto Them"
Sargeist,Returning to Misery & Comfort
Månegarm,Sons of War
Alcest,Les jardins de minuit
Behemoth,Devilock
The Great Old Ones,The Shadow over Innsmouth
Winds of Plague,Say Hello to the Undertaker
Uada,Between Two Worlds
Moonsorrow,Tuulen tytär including Soturin tie
Cradle Of Filth,Hurt and Virtue
Eisregen,Madenreich
Bucovina,Septentrion
Truchło Strzygi,Apokaliptyczny Młot (Obliteracja Poprzez Życie)
Arcturus,Alone
Darkthrone,Deep Lake Trespass
Toxic Holocaust,Summon the Beast
Darkthrone,I Am The Working Class
Morbid Angel,Nevermore
Eisregen,Sei mein Totenlicht
Fleshgod Apocalypse,The Fool - Orchestral Version
Midnight,I Am Violator
Tiamat,Gaia - live in Stockholm 1994
Darkthrone,The Winds They Called The Dungeon Shaker
Morbid Angel,Cleansed In Pestilence (Blade Of Elohim)
Sadness,hope you never forget
Astronoid,Obsolete
Bathory,Hades
Einherjer,Nidstong
Horn,Protektor
Gaerea,Cycle of Decay
Sunken,Foragt
Gaahls WYRD,Awakening Remains - Before Leaving
Khold,Villvandre
Joel Grind,Vengeance Spell
Mysticum,The Rest
Rotting Christ,Vetry Zlye
Immortal,One by One
Astronoid,I Wish I Was There While the Sun Set
Bal-Sagoth,Atlantis Ascendant
Absu,She Cries The Quiete Lake
Wolves In The Throne Room,Celestite Mirror
Regarde Les Hommes Tomber,A Sheep Among the Wolves
Khold,Bryt i Udåd Ut
Liturgy,Lonely OIOION
Myrkur,Skaði
LIK,Wolves
Sargeist,Twilight Breath of Satan
LIK,Faces of Death
Akitsa,Ne perdez jamais espoir
Mörk Gryning,Infernal
LIK,Dr Duschanka
Bathory,Crosstitution
Marduk,Within the Abyss
Djevel,"Naar maanen formørker solen i en dødelig dans, ber jeg moder jord opp til en siste vals"
1349,Hellfire
Bathory,Ode
Wiegedood,De Doden Hebben Het Goed III
1349,Riders Of The Apocalypse
Immortal,Nebular Ravens Winter
Deströyer 666,Wildfire
Sangue de Bode,A Praga Humana
Samael,Morbid Metal
Therion,Unguentum Sabbati
Rotting Christ,Diastric Alchemy
Satyricon,Voice of Shadows
Windir,Despot
Tiamat,The Ar - remastered
Windir,Mørket Sin Fyrste
Windir,Ætti Mørkna
Fleshgod Apocalypse,In Aeternum - Orchestral Version
Rotting Christ,Ten Miles High
Conan,Crown of Talons
Marduk,Funeral Dawn - remastered
Conan,Vexxagon
Angelmaker,Leech
Angelmaker,I Long for Rest
Manes,Night Vision
Saor,Aura (Remastered)
Darzamat,Pain Collector
I AM,Steel Roses
Manes,Ars Moriendi - The Lower Crown
Unanimated,Eye Of The Greyhound
Cruachan,Celtica (Voice of Morrigan)
Isengard,Rockemillion
Manes,Poison Enough for Everyone
Cradle Of Filth,Necromantic Fantasies
Hypocrisy,Abducted
Whoredom Rife,Cursing the Storm to Come
Division Speed,Snowstorm over Narvik
Moonspell,The Hanged Man
Hecate Enthroned,Beneath a December Twilight
Moonspell,1 De Novembro
Månegarm,I evig tid
Warmoon Lord,In Perennial Twilight
Primordial,Bloodied Yet Unbowed
Impaled Nazarene,Armageddon Death Squad
Mord'a'Stigmata,Exiles
Hypocrisy,Compulsive Psychosis
Negator,Feuersturm
Marduk,Woman of Dark Desires
Aversions Crown,Xenoforms
Watain,Ultra (Pandemoniac)
Aversions Crown,Hymn of Annihilation
Månegarm,Slaget vid Bråvalla
Craft,Darkness Falls
Hypocrisy,Reborn
Hypocrisy,Incised Before I've Ceased
Witchery,Feed the Gun
Hypocrisy,Solar Empire
Enslaved,Veilburner
Inquisition,Invoking the Majestic Throne of Satan
Angelmaker,The Great Grey Flame
Månegarm,The Wolfheart (English Version)
Inquisition,Extinction of Darkness and Light
Cradle Of Filth,Thank God For The Suffering
Hypocrisy,Craving for Another Killing
Kvelertak,Bronsegud
Moonspell,Without Rule - Live 80 Meters Deep
Kvelertak,Undertro
Hypocrisy,A Coming Race
Darkthrone,Det Svartner Nå
Portrayal of Guilt,Your War
Månegarm,Mother Earth Father Thunder - Bonus Track
Entombed,Wont't Back Down
Deicide,In the Minds of Evil
Alcest,Eclosion
Belphegor,Conjuring the Dead
Alcest,La nuit marche avec moi
Moribund Oblivion,Gecip Gittim
Behemoth,Ben Sahar
Deadlife,Please Don't Save Me
Gorgoroth,Radix Malorum
Ajattara,Yhdeksäs
Arkona,Lunaris
Shade Empire,Malicious Winds
Dimmu Borgir,The Serpentine Offering
Power From Hell,The Serpent's Earthly Throne
